cpu_usage,memory_usage,disk_usage,network_latency,restart_count,probe_failures,node_cpu_pressure,node_memory_pressure,pod_age_minutes,failure_label
83.55,98.77,38.22,145.18,4,3,1,0,1155,1
74.35,46.41,65.83,217.15,0,3,0,0,271,1
89.2,99.35,31.56,47.14,4,3,0,1,903,1
37.16,18.15,52.96,128.32,0,0,0,0,19,0
53.19,32.67,39.37,320.89,0,0,0,0,259,0
15.5,16.09,57.55,182.21,0,0,0,0,454,0
52.72,57.88,37.1,251.88,0,4,1,0,184,0
26.06,16.81,8.88,457.49,2,0,0,0,1470,0
69.14,33.44,88.62,310.89,0,0,0,1,1658,0
66.28,31.69,26.27,11.17,6,1,0,0,1786,0
77.3,72.72,46.79,269.7,6,3,0,1,1874,1
81.13,71.13,31.94,93.93,3,2,1,1,66,1
13.79,5.95,50.88,376.6,0,0,0,0,1483,0
48.39,67.61,39.01,117.08,1,0,0,1,829,1
97.27,62.87,98.09,310.66,0,0,0,1,1257,0
47.38,23.37,38.78,403.48,0,0,0,0,204,1
78.78,72.62,56.41,393.87,7,1,1,1,886,1
96.16,89.91,44.57,399.12,5,2,1,1,204,1
92.67,92.14,27.94,348.08,5,1,1,1,1559,1
26.35,46.96,49.67,102.91,1,0,1,0,640,0
35.75,46.37,54.82,398.59,8,0,0,0,1903,1
97.91,77.77,66.19,67.07,7,3,1,0,848,1
48.58,85.17,81.19,421.91,0,1,0,1,1583,1
33.58,40.36,20.2,142.33,0,0,0,0,1134,0
26.01,45.96,46.95,415.65,0,0,0,1,258,0
86.37,87.23,19.64,418.79,3,1,1,1,527,1
72.6,22.2,73.58,160.6,0,2,0,1,1526,1
20.95,71.73,62.73,138.82,7,2,0,1,674,0
8.3,52.57,68.47,459.7,0,0,0,0,475,0
92.47,85.05,76.66,40.94,6,2,0,1,688,1
82.88,89.45,9.11,21.66,2,1,1,0,425,1
18.07,86.9,13.81,132.26,0,0,0,0,454,0
35.15,48.0,64.79,214.74,1,0,0,0,1259,0
15.26,16.34,40.08,307.78,8,0,1,0,274,0
29.27,35.14,85.77,442.71,1,0,0,0,817,0
78.36,84.47,30.39,189.86,4,3,1,0,180,1
36.1,4.66,33.47,95.24,0,0,0,0,1282,0
72.88,56.93,19.57,18.2,2,1,0,1,1665,0
86.47,91.95,58.03,296.93,8,5,1,1,685,1
52.67,28.53,72.21,178.72,0,2,0,0,182,0
77.97,84.45,78.74,117.08,4,2,1,1,1945,1
37.03,10.12,77.5,462.88,2,4,0,1,1164,1
47.76,13.58,15.6,322.48,0,0,0,0,1162,0
97.61,91.23,63.91,134.59,7,3,0,1,83,1
55.99,43.55,38.87,156.04,3,3,0,0,1575,1
31.02,82.63,23.36,405.17,1,0,0,0,1666,1
39.24,29.16,78.78,85.72,0,1,0,0,1102,0
77.65,76.28,91.16,76.5,4,1,1,0,195,0
36.37,53.03,74.56,497.06,1,0,0,0,898,0
28.36,29.51,86.11,476.31,2,0,0,0,1745,0
76.38,76.35,31.88,70.46,4,1,1,0,308,0
26.08,4.15,20.95,197.39,0,0,0,0,242,0
11.56,28.02,8.91,70.5,1,1,0,0,1272,1
1.64,18.7,40.36,487.44,0,0,0,0,1372,0
62.13,83.17,28.51,96.02,2,0,0,0,1608,1
55.23,29.49,2.67,325.01,1,1,0,0,722,0
3.68,5.04,30.44,323.07,8,0,0,0,1514,0
97.92,74.89,62.46,492.81,2,0,0,0,1281,1
75.5,84.33,62.77,491.69,2,3,1,1,1793,1
86.63,28.04,62.82,135.55,0,1,0,1,584,0
17.46,45.71,14.75,282.68,1,0,1,0,1,1
93.73,56.56,95.74,219.66,0,0,0,0,696,0
51.21,40.88,89.17,487.12,1,0,0,0,1134,0
8.53,8.69,90.05,380.43,1,0,0,0,1784,0
44.6,56.29,23.52,118.81,0,0,0,1,347,0
37.72,5.31,91.19,412.15,0,1,0,0,1773,0
90.34,83.91,78.03,178.2,8,4,1,1,781,1
90.19,96.9,58.88,403.59,3,5,1,1,556,1
95.77,90.52,54.25,247.92,8,5,1,1,1914,1
76.07,90.9,14.12,258.89,2,2,0,1,706,1
95.8,87.3,19.53,126.35,4,1,1,1,31,1
54.61,45.1,88.97,79.4,0,0,0,0,826,0
45.96,2.14,68.02,442.14,2,0,0,0,1374,1
58.67,19.84,84.94,271.18,0,0,0,0,1378,0
71.64,51.38,73.24,401.83,0,1,0,0,1694,0
91.98,84.06,31.56,375.72,8,2,1,1,488,1
88.77,72.98,34.06,204.47,4,2,1,1,619,1
81.36,72.54,86.32,198.55,6,2,1,0,767,1
58.28,17.16,99.33,83.15,3,4,0,0,594,0
51.1,24.76,15.47,304.62,2,0,0,0,1994,0
82.04,70.44,21.61,440.42,2,0,1,0,134,0
88.72,96.04,48.85,5.71,2,3,1,1,919,1
33.49,59.02,13.46,219.94,3,0,0,1,1051,0
49.32,48.47,54.59,304.84,3,0,0,1,1420,0
12.09,11.41,15.81,34.6,0,0,1,0,937,0
23.63,63.4,27.16,401.28,0,0,0,0,1805,0
56.76,0.28,8.79,178.01,0,0,0,0,1006,0
59.05,26.01,54.31,116.75,0,0,0,0,177,0
39.49,42.5,88.86,461.32,0,0,0,0,1430,0
83.95,93.39,64.03,404.79,4,1,1,1,1972,1
29.59,73.89,46.82,435.25,2,1,0,1,1012,0
21.65,66.2,2.96,343.16,1,0,0,0,548,0
96.71,80.07,61.64,219.79,6,2,1,0,1100,1
85.72,94.67,27.72,394.76,7,4,1,1,423,1
93.06,96.37,45.28,486.67,6,4,1,0,1364,1
89.72,75.66,62.63,274.81,3,1,1,0,925,1
96.95,75.79,34.36,366.51,8,2,1,1,157,1
23.82,24.86,85.18,52.63,2,0,0,0,642,0
6.83,35.94,65.66,161.94,1,2,1,0,729,1
53.64,60.06,87.03,101.06,2,3,0,0,312,0
35.22,3.45,64.89,34.01,1,2,1,0,106,0
47.87,16.88,85.03,184.02,2,0,0,0,929,0
34.26,20.79,47.84,185.2,2,0,0,0,775,0
53.49,24.99,17.66,250.75,2,1,0,0,1582,0
12.47,29.75,4.01,350.27,1,0,0,0,480,0
40.21,28.11,54.58,487.11,0,0,0,0,713,0
99.84,83.64,62.0,234.93,3,2,0,0,1074,1
46.83,48.16,32.79,437.52,0,0,0,0,1089,0
54.94,22.44,31.98,115.57,3,0,0,0,1670,1
91.37,85.87,48.53,482.28,6,3,1,0,963,1
54.71,27.1,59.51,365.7,0,0,0,1,1486,0
95.48,80.45,55.68,452.22,7,3,1,1,156,1
75.41,91.24,92.67,204.07,4,3,1,1,54,1
94.23,40.14,76.21,45.95,6,0,1,1,52,1
92.65,14.01,7.81,45.63,0,1,0,0,1835,0
76.98,15.79,87.98,19.55,4,0,0,0,1344,0
54.29,11.71,76.02,487.32,0,0,0,0,1599,0
28.8,37.31,60.57,22.85,2,1,0,0,1135,0
2.53,25.26,68.65,315.7,0,0,0,0,1742,0
17.37,13.9,5.96,303.81,2,2,0,1,810,0
81.37,73.1,17.24,324.1,6,1,0,0,900,0
27.27,13.54,38.86,118.95,2,0,0,0,1718,0
89.3,10.55,15.32,239.82,0,0,0,0,848,0
5.03,95.02,48.56,428.91,5,0,0,0,518,0
45.74,7.11,80.3,20.74,1,0,1,0,873,1
88.77,9.49,74.39,45.69,0,1,0,1,1083,0
87.12,76.91,79.87,442.37,8,3,1,0,1382,1
94.12,83.03,84.9,349.29,4,2,0,1,1892,1
56.89,41.89,21.74,144.49,0,0,0,0,515,0
78.61,55.58,29.88,243.23,2,0,1,0,1242,1
21.92,2.98,64.19,2.06,0,1,1,1,273,0
96.26,71.47,43.07,342.35,6,5,1,1,864,1
90.44,81.67,59.51,80.83,5,2,0,1,1240,1
98.5,48.49,36.82,499.5,0,2,1,0,744,1
51.08,0.59,90.5,426.86,0,0,0,0,965,1
48.58,59.31,50.71,279.24,1,0,0,0,561,0
78.48,57.15,21.67,128.39,2,0,0,0,1764,0
83.33,90.53,52.42,275.53,6,3,0,1,1388,1
80.07,73.5,69.46,216.0,3,1,1,1,1213,0
14.65,22.99,59.91,132.66,0,0,0,0,1798,0
79.71,89.5,21.7,289.51,4,2,1,1,745,1
38.54,15.29,98.27,286.9,0,0,0,0,1788,0
56.9,48.53,83.88,208.88,0,0,0,0,708,0
88.91,70.67,16.5,393.42,0,0,0,0,1360,0
22.93,81.51,82.08,264.11,1,4,0,1,715,1
83.73,77.41,51.12,283.0,8,4,1,1,157,1
4.93,68.88,96.71,269.6,2,2,1,0,419,1
39.13,44.37,6.58,109.31,0,0,0,0,419,0
52.47,62.43,54.16,12.88,1,4,0,1,1004,1
83.87,70.54,20.69,395.08,7,3,1,0,769,1
0.48,21.06,27.44,449.59,0,1,0,0,1188,0
8.35,60.39,16.78,243.33,0,0,0,0,1965,0
52.75,0.33,71.33,188.92,2,0,0,1,136,0
91.56,89.63,26.78,46.65,8,1,0,1,642,1
46.48,14.31,4.34,74.9,1,0,0,0,523,0
17.01,37.03,54.47,406.62,1,0,0,1,1310,0
70.97,48.27,27.7,168.18,1,0,1,0,794,0
94.45,82.46,15.46,200.91,4,4,1,0,217,1
77.41,45.28,11.6,296.57,1,1,0,0,50,0
62.51,12.06,33.22,204.49,2,1,1,0,1870,1
93.0,71.99,73.5,267.51,3,2,1,1,809,1
97.0,98.31,85.33,209.58,1,2,1,0,1479,1
14.68,20.2,53.32,193.21,0,2,0,1,575,1
76.83,93.7,95.59,172.11,5,2,1,1,1760,1
81.04,78.99,78.62,317.54,8,3,1,1,135,1
91.86,82.61,14.74,124.91,3,2,1,1,685,1
90.89,46.79,67.65,357.4,1,0,0,0,1474,0
76.58,96.18,58.93,487.79,2,5,1,1,153,1
10.24,10.77,32.97,332.15,0,0,0,0,316,0
39.15,60.69,21.79,262.81,0,0,0,0,156,0
51.23,57.73,96.35,416.53,0,0,1,0,840,0
95.16,76.02,92.72,428.15,5,2,0,1,1019,1
93.9,95.65,93.85,278.29,4,2,0,0,1159,1
89.8,81.47,76.3,269.83,2,1,1,1,1945,1
88.68,98.28,65.32,270.25,3,4,0,1,428,1
19.06,72.51,72.77,472.62,2,4,1,0,511,1
46.31,46.57,55.69,254.17,0,1,0,0,806,1
82.51,79.33,78.34,335.04,6,2,0,1,1635,1
66.71,81.14,16.08,477.08,1,1,0,0,758,0
65.64,56.58,24.27,255.13,2,0,0,1,1288,0
35.91,89.99,52.32,81.03,1,0,0,1,973,0
43.11,7.43,47.01,464.44,5,0,1,1,1405,1
35.6,8.88,69.58,367.04,1,1,0,0,1409,0
55.31,11.66,4.5,375.48,0,0,0,0,1545,0
91.9,44.56,97.34,396.16,1,0,0,0,1459,0
31.92,20.82,73.09,147.89,0,0,0,0,1565,0
9.97,44.87,3.49,310.05,0,0,0,0,1192,0
99.7,59.06,80.05,333.94,1,2,0,0,953,0
16.09,45.06,15.96,320.58,0,1,0,0,961,0
85.02,16.26,11.08,439.34,3,0,0,0,59,0
85.6,29.08,70.24,78.01,0,1,0,0,946,1
84.61,99.36,42.44,212.98,6,3,1,1,301,1
33.96,61.59,41.86,184.37,0,0,0,0,1565,0
8.16,5.8,16.57,324.23,1,0,0,1,429,1
5.08,7.63,23.82,337.17,0,1,0,0,32,0
81.2,75.31,16.21,213.07,2,3,1,1,1821,1
27.07,25.76,23.53,94.81,1,0,0,0,848,0
60.03,7.76,57.69,139.19,0,1,0,0,34,0
34.7,19.04,12.93,184.9,0,0,0,0,1784,0
39.02,39.53,95.9,190.36,1,0,0,0,441,1
14.51,95.72,15.58,77.87,0,4,0,1,178,1
71.32,27.3,15.68,280.97,1,0,1,0,174,0
80.54,90.94,95.16,429.14,2,1,0,0,1620,1
47.13,65.76,47.56,485.58,0,0,0,0,1510,0
37.54,23.09,36.93,261.05,0,0,0,0,1399,0
66.53,67.51,80.35,370.61,0,0,1,0,1276,0
80.55,81.62,61.33,59.94,4,4,0,1,1255,1
7.54,32.04,35.87,91.2,0,1,0,0,1862,0
77.97,97.98,83.6,435.97,1,0,1,0,1920,1
39.09,56.78,51.82,408.33,3,2,1,0,824,0
91.69,79.8,60.64,203.43,5,2,1,1,1593,1
83.63,90.41,20.43,289.02,6,2,0,1,188,1
43.88,2.43,0.84,70.1,5,3,0,0,65,0
82.49,67.45,8.34,252.64,0,0,0,1,1414,1
51.51,37.49,59.14,306.05,2,0,1,0,1125,0
76.65,22.25,29.21,116.98,1,0,1,1,357,1
82.04,93.22,43.36,302.64,3,4,1,1,565,1
52.98,18.21,43.15,211.7,0,0,0,0,523,0
15.44,13.23,29.27,69.56,0,0,1,0,134,0
99.75,10.64,53.49,296.33,0,0,0,0,965,1
16.19,7.66,15.11,491.32,2,4,0,1,1062,1
44.61,29.69,73.19,465.54,0,1,0,1,774,1
3.79,3.74,60.27,175.21,0,0,0,0,1445,0
15.92,8.8,32.41,54.17,0,0,0,0,992,0
24.98,94.03,77.56,407.22,2,1,0,0,1434,0
84.46,39.15,29.28,210.72,0,2,0,0,697,0
94.16,75.68,29.6,438.4,5,3,0,0,1314,1
56.77,31.27,88.25,406.34,0,2,1,0,1620,1
21.37,31.94,79.0,183.29,1,2,1,0,407,0
88.54,90.9,27.51,420.03,3,4,1,1,1347,1
25.3,43.27,99.19,91.51,7,0,0,1,902,0
34.15,96.91,67.66,44.59,0,0,0,0,798,1
64.77,21.34,39.42,210.15,0,0,0,0,393,0
47.46,53.51,43.99,481.05,1,0,0,0,947,0
44.07,31.15,73.37,209.93,4,1,0,0,1651,0
64.68,45.89,86.92,402.6,0,0,0,0,900,0
79.09,93.69,8.56,422.77,4,3,0,1,454,1
53.42,10.36,55.53,88.41,1,0,0,0,520,0
72.38,78.22,5.5,148.63,1,0,0,1,1855,0
96.01,39.53,38.99,395.24,0,0,0,1,524,0
16.96,12.21,68.58,498.53,0,0,0,0,512,0
79.94,88.99,81.37,190.6,6,2,1,1,250,1
38.63,5.46,27.89,39.99,0,0,0,0,998,0
53.53,28.36,8.79,180.99,0,1,0,0,1781,0
92.97,75.85,1.82,305.31,4,2,1,0,1497,1
78.69,90.28,60.46,469.91,6,5,1,0,448,1
82.52,89.85,4.7,360.84,6,3,1,1,641,1
2.58,18.64,24.35,338.15,0,0,0,0,305,0
58.54,54.93,87.99,16.19,0,0,0,0,1378,0
16.39,27.04,61.72,29.34,1,0,0,0,973,0
81.88,94.92,71.39,285.19,3,5,1,1,1163,1
89.05,98.67,37.71,234.86,5,5,1,1,1490,1
6.26,40.97,81.65,69.85,2,1,0,0,205,1
75.49,49.94,20.59,327.44,0,0,0,0,235,0
73.46,30.24,60.36,299.05,3,3,0,1,464,1
97.78,64.04,46.71,291.72,2,0,0,1,1481,1
47.1,56.24,38.88,15.62,1,0,0,0,767,0
86.8,96.6,58.31,208.29,7,3,1,0,1572,1
85.8,84.52,63.16,140.89,4,2,1,1,175,1
56.33,48.65,97.25,55.17,1,1,0,0,1595,0
76.99,87.1,96.82,221.29,0,0,0,0,1474,1
83.35,72.69,23.2,20.79,5,2,1,0,484,0
78.4,76.57,13.67,335.96,1,0,0,1,869,1
13.28,92.8,94.48,467.24,1,2,1,0,742,1
60.84,82.07,6.65,446.32,7,0,0,0,210,1
31.54,18.02,10.77,49.64,0,1,0,0,927,0
38.39,0.4,34.65,91.21,1,0,0,0,865,0
12.59,62.13,86.33,361.98,4,0,0,0,1601,0
61.49,48.65,65.46,235.65,2,4,0,0,1698,0
10.85,49.25,27.98,459.9,0,1,0,0,679,0
70.23,74.23,81.97,347.51,2,0,0,1,336,0
91.02,42.11,34.75,216.68,1,0,0,0,136,1
79.52,94.17,13.56,349.4,7,4,0,1,386,1
98.03,83.17,90.84,413.49,5,2,1,0,1166,1
99.03,45.6,2.39,15.34,0,0,1,0,1192,1
96.99,78.05,27.55,441.42,3,4,1,0,1688,1
96.83,96.38,22.36,291.58,2,3,1,1,1839,1
41.38,45.3,50.68,403.29,3,1,0,0,1914,1
79.36,98.99,74.29,304.24,0,1,0,0,165,1
42.1,84.52,95.62,87.4,1,2,0,0,1283,1
73.6,90.85,89.29,7.11,1,1,0,0,1506,1
12.64,88.43,32.32,208.65,0,1,0,0,1503,0
54.1,32.96,81.56,232.95,0,1,0,0,858,0
13.6,48.77,55.06,485.02,1,1,0,0,407,0
22.53,82.08,4.43,421.55,1,1,0,0,1516,0
50.08,29.32,56.34,82.96,1,0,1,0,1619,0
79.57,77.92,14.71,16.0,5,1,1,1,23,1
71.02,98.14,75.2,448.84,0,0,0,0,268,0
88.42,98.9,69.93,44.92,7,3,1,1,835,1
58.56,10.78,75.42,240.79,1,1,0,0,83,0
90.97,79.72,8.01,408.84,0,2,1,0,1788,1
93.59,81.07,57.29,343.66,4,3,0,1,875,1
58.41,24.93,75.43,2.96,0,2,1,1,737,0
61.27,86.2,29.15,33.32,0,0,0,1,1652,0
2.0,55.72,14.38,30.71,0,0,0,0,1543,0
69.48,83.25,94.25,127.65,0,5,0,0,1677,1
18.18,4.38,66.17,334.77,0,1,1,0,238,1
85.11,76.01,1.94,133.58,2,5,1,1,1257,1
62.23,72.34,80.4,401.04,1,0,1,0,1022,0
85.6,71.4,57.61,300.01,4,2,1,1,1488,1
90.04,78.53,1.17,336.02,0,0,1,0,276,1
93.15,97.62,80.31,132.38,6,3,0,0,63,1
75.15,82.08,95.0,31.31,8,3,1,0,437,1
0.44,42.94,63.99,455.65,0,0,0,0,1879,0
88.66,76.69,34.57,76.69,5,4,0,0,864,1
78.52,99.77,44.85,97.25,4,3,1,1,563,1
69.4,0.0,6.77,364.47,5,3,1,1,1409,1
14.03,51.09,19.54,54.89,2,0,0,0,312,0
16.29,31.26,95.95,370.48,0,0,0,0,1206,0
72.94,38.19,74.13,256.01,3,1,0,1,636,1
80.94,97.25,85.56,341.5,1,0,0,0,117,1
93.17,73.52,31.49,387.22,8,4,0,1,1040,1
92.57,99.3,15.09,244.1,4,3,1,1,1148,1
88.47,95.36,11.4,216.58,5,4,1,0,840,1
76.94,24.33,39.59,258.27,1,1,0,0,295,0
32.13,2.45,96.72,207.18,2,0,1,0,1938,1
81.7,72.87,61.99,203.49,8,1,1,1,811,1
94.38,77.52,14.6,426.57,5,3,1,0,197,1
63.73,69.09,85.81,196.05,3,0,0,0,1633,0
8.5,89.33,90.13,473.8,0,1,0,0,522,0
27.33,81.52,24.82,379.73,7,1,0,0,1925,0
37.09,17.41,45.96,192.37,0,0,0,0,1350,0
38.87,8.93,68.28,419.08,1,0,0,0,267,0
89.22,45.33,57.38,36.03,1,0,0,0,1468,0
14.04,37.83,52.25,100.89,0,0,0,0,1725,0
94.64,72.28,13.41,203.56,7,1,0,1,1394,1
90.32,93.7,77.27,473.05,6,3,1,1,1077,1
95.92,98.58,2.88,451.02,4,4,1,1,1865,1
56.03,67.53,62.5,192.93,0,2,1,0,1169,0
19.23,90.99,37.51,160.68,1,0,0,0,165,0
83.73,93.89,35.96,93.22,4,3,1,0,278,1
81.13,98.64,94.53,51.8,5,1,0,1,846,1
15.67,11.84,86.29,214.61,0,1,0,0,456,0
17.78,40.67,60.36,134.35,0,0,0,0,1319,0
53.16,31.47,19.69,24.13,0,0,0,0,1508,0
34.26,32.17,0.05,333.95,4,0,1,1,462,1
0.74,49.62,10.3,367.92,0,0,0,0,1960,0
51.88,82.79,25.42,42.94,1,5,0,0,1298,1
78.01,57.92,61.02,342.92,0,0,1,1,736,1
97.05,77.05,75.46,354.86,4,3,1,1,494,1
29.66,29.08,39.78,74.56,1,0,0,0,1754,1
3.89,12.52,45.33,346.58,0,0,0,0,1384,0
44.99,45.5,39.28,93.39,3,5,1,0,1754,1
99.94,85.39,55.83,181.7,5,1,1,1,1644,1
98.09,90.56,64.86,374.39,2,3,1,1,1632,1
51.99,52.66,28.71,320.58,1,0,0,0,26,0
0.45,34.79,1.87,249.12,1,1,0,0,1230,0
74.78,2.48,21.24,45.72,0,0,0,0,1253,0
70.04,36.2,17.24,437.93,1,0,1,0,1033,0
5.21,27.44,80.24,247.8,1,0,0,0,1839,0
82.78,80.62,37.33,176.76,7,1,0,1,1472,1
81.04,92.11,2.26,305.31,3,3,1,0,1996,1
92.1,77.52,52.71,229.6,3,3,1,1,1907,1
44.58,55.13,22.14,135.91,0,0,0,0,754,0
79.24,10.7,30.77,63.3,3,0,0,0,276,0
15.35,11.43,11.23,302.13,4,1,0,1,859,1
30.52,28.47,85.92,371.58,2,0,0,0,819,0
98.02,74.71,81.63,19.02,2,2,0,0,1952,1
33.2,66.02,83.83,252.9,0,0,0,1,91,0
50.1,88.53,76.66,164.77,0,4,1,0,762,1
47.87,13.07,43.02,162.75,3,2,0,0,922,1
55.86,2.79,74.13,497.93,0,1,0,1,444,0
87.79,95.35,89.42,259.68,8,3,1,0,159,1
0.75,10.98,19.29,9.27,1,0,0,0,801,0
91.26,93.13,52.71,405.53,7,3,1,1,1944,1
79.28,90.05,23.84,327.47,2,2,1,0,1762,1
99.56,87.64,96.47,328.74,6,2,0,0,1639,1
89.13,80.44,59.46,147.09,5,3,1,1,322,1
4.14,47.45,28.34,398.63,0,0,0,0,1394,0
98.75,71.16,51.84,153.12,7,4,1,1,636,1
97.87,81.63,54.4,65.8,8,1,0,1,646,1
81.28,13.88,69.57,429.81,2,0,1,0,1848,1
27.44,70.46,38.13,476.96,0,0,0,0,1948,0
89.27,80.88,35.75,369.86,8,1,1,0,1543,1
11.74,23.87,91.19,131.67,3,1,0,1,1706,1
51.1,82.35,96.29,340.46,3,0,0,1,709,1
47.72,44.35,5.96,121.62,4,2,0,0,810,0
84.87,84.7,62.18,475.06,5,3,1,0,335,1
52.94,92.66,13.83,477.9,0,5,0,0,257,1
56.22,14.02,4.59,269.34,0,0,0,1,880,0
79.93,73.42,89.61,161.29,8,4,1,1,273,1
92.71,77.51,64.48,198.99,4,3,1,0,174,1
85.7,44.91,33.03,325.11,0,0,0,0,850,0
31.39,60.48,18.31,249.85,6,0,0,0,1751,0
92.74,89.01,53.3,137.12,2,4,0,1,1431,1
88.65,71.72,29.16,320.8,7,4,1,1,931,1
16.22,14.97,84.66,11.55,0,0,0,0,923,0
31.52,33.85,62.34,481.08,3,1,0,0,1398,0
78.9,35.92,61.2,454.25,3,1,0,0,1268,1
58.37,39.79,24.24,230.18,2,0,0,0,325,0
27.4,57.8,94.09,383.42,0,1,1,0,135,1
11.83,58.63,56.28,493.65,0,0,0,0,55,0
31.02,73.84,90.58,333.81,5,0,1,0,84,1
96.71,92.74,70.89,178.22,3,3,1,1,1154,1
2.55,42.17,41.91,299.19,2,0,0,0,1313,0
96.08,15.56,52.91,483.23,1,0,0,0,1354,1
24.15,29.1,91.03,27.07,0,1,0,0,1839,0
98.73,91.39,21.06,100.22,2,1,1,1,1339,1
58.42,54.99,10.67,131.86,5,1,0,1,467,1
88.64,76.92,74.14,222.95,7,3,1,0,1843,1
58.02,4.96,96.49,442.48,1,0,0,0,1099,1
0.57,49.07,0.96,480.0,0,0,0,0,344,0
41.18,30.67,29.48,52.68,1,0,0,0,632,0
97.57,75.23,38.37,130.39,7,2,1,1,1782,1
73.14,4.92,1.21,195.8,2,1,1,0,1712,1
75.25,41.96,15.71,137.62,1,0,0,0,1807,0
21.79,16.41,28.42,307.48,0,0,0,0,1060,0
73.03,25.96,91.88,30.96,4,0,0,0,942,0
41.23,85.69,30.1,211.04,1,0,0,1,709,1
63.05,2.85,25.73,125.21,0,0,0,0,122,0
91.82,95.32,83.9,104.14,6,2,0,0,1427,1
56.16,34.08,94.26,84.39,0,0,0,1,1181,1
91.43,85.27,4.45,253.42,2,0,0,0,1841,1
85.75,85.37,69.94,248.98,2,3,1,0,322,1
40.01,6.7,87.59,312.35,0,1,0,0,1567,0
83.51,11.68,65.04,123.64,3,0,1,0,1578,1
21.48,60.44,2.89,394.72,0,0,0,0,407,0
78.94,64.56,57.27,239.44,0,3,0,0,835,0
94.14,84.62,6.93,271.84,4,2,0,1,895,1
59.53,96.98,31.51,400.23,0,3,0,0,758,1
92.56,79.08,4.18,124.57,4,4,1,1,1942,1
57.65,58.34,85.0,455.96,0,0,0,0,772,0
44.43,74.82,22.29,171.18,0,0,0,0,500,0
31.12,61.26,28.69,214.94,0,2,0,0,936,0
46.12,85.66,86.83,84.3,4,0,1,1,1142,0
17.1,57.02,92.35,43.51,1,3,0,0,68,1
85.04,76.8,18.3,156.29,8,3,1,1,534,1
29.51,14.94,42.67,378.93,0,1,0,1,1901,0
99.81,42.27,81.37,353.41,1,2,0,0,241,1
45.63,87.96,54.5,184.78,0,2,1,0,1597,1
81.71,89.05,82.57,462.02,7,1,1,0,153,1
93.54,92.28,43.71,354.37,8,4,0,0,1601,1
84.4,73.45,30.61,207.51,4,2,0,1,435,1
29.96,34.58,83.92,427.05,0,0,0,0,1919,0
4.6,98.96,63.06,283.93,0,1,1,0,777,1
51.96,27.99,80.0,466.55,0,0,0,0,421,0
42.6,96.73,39.07,499.05,2,0,0,0,299,1
7.89,8.75,60.99,193.34,0,0,0,0,1415,0
69.23,46.77,63.0,367.61,1,0,1,0,1767,1
64.11,18.89,19.58,190.37,0,0,1,1,562,1
15.02,37.72,62.15,474.36,0,3,0,1,1826,1
81.22,92.51,30.43,216.12,5,5,1,0,622,1
54.28,83.09,66.84,58.95,5,3,0,0,1227,1
7.66,87.78,75.18,150.05,1,0,1,0,414,0
6.66,19.02,85.12,202.89,0,0,0,0,1937,0
41.02,20.04,59.26,354.09,0,0,0,0,604,1
83.95,90.98,93.02,431.47,2,3,1,1,552,1
93.77,98.73,74.23,299.07,2,4,0,1,366,1
56.83,59.95,8.31,400.21,0,0,0,0,484,0
83.47,87.49,45.42,235.91,8,2,1,1,309,1
69.74,41.15,22.74,121.66,3,2,0,0,1681,1
23.34,5.28,64.37,8.66,1,0,0,0,1633,0
75.23,84.86,99.9,19.43,0,2,0,0,685,0
20.37,79.06,62.3,31.89,0,0,1,0,621,0
95.98,72.23,72.03,244.67,7,1,0,0,70,1
78.41,88.25,75.48,445.81,6,3,1,1,634,1
88.35,72.82,58.95,117.23,2,4,1,0,920,1
83.72,94.69,71.24,365.3,6,4,1,1,1919,1
47.07,46.05,4.86,171.11,0,0,0,0,363,0
84.4,73.38,40.29,300.79,0,0,0,0,696,0
78.98,80.07,55.55,397.09,3,3,0,1,1673,1
29.03,61.34,88.91,422.96,0,0,0,0,1982,0
27.83,53.54,8.97,354.5,0,1,0,0,1645,0
84.02,76.91,98.94,129.53,5,3,1,0,835,1
97.59,99.24,25.26,285.29,2,4,0,0,1113,1
2.79,49.34,0.7,213.49,5,0,1,0,832,0
63.46,13.08,9.95,410.19,0,0,1,0,1178,0
8.65,29.63,74.94,137.44,1,0,0,0,987,0
50.34,23.59,30.6,122.72,1,0,1,1,1608,0
93.09,97.32,16.17,12.0,2,1,1,0,236,1
63.14,61.32,1.38,39.44,0,2,1,0,1476,1
90.75,9.61,89.04,179.27,0,2,0,0,1003,1
5.1,69.94,27.92,413.74,1,0,0,1,1531,1
15.93,77.37,2.93,139.31,0,0,0,0,713,0
92.51,50.42,13.9,281.25,0,4,0,1,151,1
95.06,77.33,14.98,438.44,2,1,1,1,1117,1
75.89,90.15,50.78,41.39,5,1,1,1,505,1
91.83,76.32,35.69,366.55,7,3,1,0,1542,1
68.83,51.39,88.36,218.51,0,0,0,0,1633,1
89.23,84.36,13.27,275.6,3,2,0,1,1193,1
77.43,83.24,70.04,350.53,2,4,0,1,538,1
81.58,87.9,3.43,364.24,0,0,0,0,32,1
31.96,19.14,87.21,75.21,0,1,0,0,186,1
94.05,99.91,78.25,237.28,4,2,1,1,425,1
89.34,92.82,54.93,27.2,5,4,1,1,696,1
65.95,63.9,2.26,381.96,0,4,0,0,713,0
93.44,98.3,85.37,205.19,5,4,0,0,1344,1
74.32,32.33,69.49,324.02,2,0,0,0,983,0
77.68,80.34,13.41,377.6,4,1,1,1,874,1
